counterparty;country;industry;exposure;pd_th
5397;20039;20059;634.764321148396;-2.64047950450334
5398;20027;20067;444.994776975363;-2.64047950450334
5399;20047;20078;1431.78336686435;-3.23888011835298
5400;20004;20051;322.19556113705;-3.03884551754563
5401;20013;20076;1374.99448839099;-3.20906237282333
5402;20006;20075;102.194239385426;-2.46338973862845
5403;20024;20073;1673.9642432982;-3.54008379920615
5404;20035;20057;263.738047331572;-3.03884551754563
5405;20045;20067;1753.25414102998;-3.39240481042436
5406;20022;20072;1989.6759520376;-2.80832461598966
5407;20021;20053;1540.499554863;-3.17900331703147
5408;20005;20057;1450.52852396562;-3.54008379920615
5409;20017;20063;209.541243035346;-3.20906237282333
5410;20009;20066;375.604701694101;-3.54008379920615
5411;20024;20078;1152.10530953707;-3.17900331703147
5412;20031;20060;662.97860769555;-3.03884551754563
5413;20045;20079;1033.95196418734;-2.14095156714714
5414;20050;20058;7.01629184186459;-3.03884551754563
5415;20041;20059;882.007293361139;-3.23888011835298
5416;20015;20070;2530.53810993645;-2.80832461598966
5417;20009;20054;278.859332459466;-3.03884551754563
5418;20045;20076;106.852613999739;-2.27543246002579
5419;20038;20068;237.632076721638;-2.64047950450334
5420;20029;20069;82.8506527468562;-2.64047950450334
5421;20009;20054;266.505480278283;-2.14095156714714
5422;20003;20060;1310.63030097158;-2.46338973862845
5423;20025;20065;125.149562233837;-3.23888011835298
5424;20044;20076;67.9088663309813;-3.54008379920615
5425;20002;20073;830.096886811192;-2.64047950450334
5426;20043;20070;1819.80183859445;-3.17900331703147
5427;20010;20051;0.927836451303318;-3.39240481042436
5428;20005;20064;348.070189356804;-2.27543246002579
5429;20019;20058;696.881914410395;-2.27543246002579
5430;20021;20076;330.45766921714;-3.14869725402409
5431;20019;20068;2495.42425374005;-3.54008379920615
5432;20009;20070;4153.36870194829;-2.80832461598966
5433;20020;20077;993.008059355703;-2.80832461598966
5434;20004;20068;258.794434729004;-3.54008379920615
5435;20025;20056;541.69095819816;-2.92550142591559
5436;20044;20068;4.7218156978488;-3.20906237282333
5437;20036;20057;1765.05245073679;-2.46338973862845
5438;20002;20064;1773.49845870378;-3.23888011835298
5439;20029;20063;1066.42909785231;-3.20906237282333
5440;20004;20067;894.303034949017;-2.27543246002579
5441;20030;20052;2243.20547734212;-3.54008379920615
5442;20017;20073;405.297336168587;-2.64047950450334
5443;20025;20078;368.990760762244;-2.27543246002579
5444;20017;20071;133.287533186376;-3.39240481042436
5445;20014;20071;560.54848479107;-2.80832461598966
5446;20028;20075;68.1900137829241;-2.14095156714714
5447;20047;20063;1470.82197844031;-2.92550142591559
5448;20036;20076;2576.61800178542;-3.03884551754563
5449;20013;20058;508.886857889593;-3.54008379920615
5450;20005;20079;446.363719645888;-2.92550142591559
5451;20046;20052;2295.9261152769;-2.46338973862845
5452;20030;20074;77.4594536051154;-2.46338973862845
5453;20033;20057;1503.44589902999;-3.23888011835298
5454;20011;20069;193.568725604564;-3.03884551754563
5455;20016;20079;1108.51338780941;-2.92550142591559
5456;20019;20057;633.754657115787;-2.64047950450334
5457;20046;20060;163.305556442946;-2.92550142591559
5458;20049;20059;636.89336180687;-2.92550142591559
5459;20045;20067;1767.58159502389;-3.03884551754563
5460;20043;20066;534.101507160813;-2.46338973862845
5461;20011;20058;111.622957978398;-2.64047950450334
5462;20008;20069;118.191328365356;-2.80832461598966
5463;20006;20068;893.789620096696;-3.17900331703147
5464;20031;20067;959.177030208421;-3.39240481042436
5465;20004;20068;2548.32593525264;-3.39240481042436
5466;20041;20062;357.376344501972;-3.17900331703147
5467;20031;20070;408.356854692101;-3.39240481042436
5468;20034;20068;568.191682454199;-3.39240481042436
5469;20021;20058;1446.82992522605;-2.14095156714714
5470;20020;20059;1099.27835963191;-3.39240481042436
5471;20039;20077;700.429851147246;-2.46338973862845
5472;20036;20080;768.691562074137;-3.03884551754563
5473;20003;20059;198.12485575676;-3.03884551754563
5474;20013;20061;2199.20833868574;-3.14869725402409
5475;20049;20054;456.41606207937;-2.92550142591559
5476;20014;20055;886.902816551638;-3.20906237282333
5477;20013;20077;387.018516194075;-3.39240481042436
5478;20050;20070;1025.69412528993;-3.23888011835298
5479;20010;20067;1803.32874870839;-3.14869725402409
5480;20021;20055;2069.64216186645;-3.23888011835298
5481;20045;20067;154.211080193503;-2.92550142591559
5482;20002;20077;266.059888526797;-2.14095156714714
5483;20011;20059;760.351670338725;-2.80832461598966
5484;20024;20076;809.069048774475;-2.14095156714714
5485;20016;20062;439.330608118325;-3.23888011835298
5486;20013;20059;2055.91865061762;-3.39240481042436
5487;20024;20078;70.9420964121819;-2.64047950450334
5488;20048;20078;837.02596478613;-2.64047950450334
5489;20011;20068;1577.90867230835;-3.17900331703147
5490;20021;20056;2339.92819686075;-3.14869725402409
5491;20012;20051;709.337507332575;-3.14869725402409
5492;20022;20058;435.411843732178;-3.17900331703147
5493;20049;20064;1238.06775170834;-2.92550142591559
5494;20003;20070;225.804489571601;-2.92550142591559
5495;20022;20057;508.722126018256;-2.64047950450334
5496;20043;20060;1534.14821616354;-2.27543246002579
5497;20022;20065;328.462196048349;-3.20906237282333
5498;20028;20056;3279.99839963284;-2.92550142591559
5499;20039;20068;615.06509874016;-2.14095156714714
5500;20026;20069;422.512072138488;-3.39240481042436
5501;20047;20078;266.419577877969;-3.17900331703147
5502;20042;20076;325.467729582329;-2.92550142591559
5503;20049;20052;723.623484336876;-2.27543246002579
5504;20016;20053;79.1099595630029;-3.23888011835298
5505;20012;20062;40.3314634481932;-2.14095156714714
5506;20040;20064;302.86351731047;-3.03884551754563
5507;20009;20060;1384.08372919531;-2.27543246002579
5508;20009;20053;533.678117208183;-3.20906237282333
5509;20021;20076;995.345005723548;-3.17900331703147
5510;20003;20078;749.054384375823;-2.64047950450334
5511;20031;20062;369.589367619254;-3.54008379920615
5512;20040;20062;1004.77993763508;-2.27543246002579
5513;20044;20054;34.3917167322655;-2.64047950450334
5514;20014;20073;1526.0744469035;-3.17900331703147
5515;20007;20069;124.973697109087;-3.54008379920615
5516;20046;20066;345.271233952867;-3.14869725402409
5517;20038;20058;505.592120345682;-2.64047950450334
5518;20020;20062;1635.82953988555;-2.64047950450334
5519;20017;20065;633.802813943475;-3.39240481042436
5520;20041;20067;117.82584601628;-2.14095156714714
5521;20006;20070;3431.04679865723;-2.80832461598966
5522;20020;20076;25.0927391462028;-3.14869725402409
5523;20002;20066;147.028400097042;-2.46338973862845
5524;20001;20067;406.672312878072;-3.54008379920615
5525;20011;20064;151.760458946228;-3.23888011835298
5526;20048;20072;112.096656584611;-3.20906237282333
5527;20042;20058;290.709111518641;-2.46338973862845
5528;20045;20065;1302.87518068672;-3.39240481042436
5529;20044;20070;191.508650314063;-3.23888011835298
5530;20019;20060;1137.6258926046;-2.14095156714714
5531;20018;20074;1241.8376802978;-2.92550142591559
5532;20029;20053;151.546714827418;-2.46338973862845
5533;20028;20064;2793.46947639113;-3.14869725402409
5534;20023;20077;1081.49611895222;-3.20906237282333
5535;20029;20069;280.560928862542;-2.14095156714714
5536;20027;20057;569.760026875883;-2.92550142591559
5537;20033;20076;314.475729130208;-3.23888011835298
5538;20023;20080;1627.12422563674;-3.54008379920615
5539;20038;20070;65.2706660748377;-3.39240481042436
5540;20007;20071;268.304103491211;-3.20906237282333
5541;20038;20054;892.223645890963;-3.39240481042436
5542;20024;20066;309.456299990416;-2.27543246002579
5543;20021;20056;755.147573496115;-3.03884551754563
5544;20014;20080;1514.47733684365;-3.14869725402409
5545;20029;20066;427.401265595108;-3.54008379920615
5546;20025;20051;466.729650273919;-2.92550142591559
5547;20006;20055;618.307487107813;-2.92550142591559
5548;20039;20056;1419.91107529941;-2.80832461598966
5549;20031;20076;2895.5005914467;-3.14869725402409
5550;20020;20064;86.9072373788382;-3.23888011835298
5551;20036;20057;3158.27976150398;-3.17900331703147
5552;20027;20073;2767.97365198348;-3.54008379920615
5553;20003;20073;239.302087868878;-3.03884551754563
5554;20027;20058;1357.49196163834;-3.39240481042436
5555;20044;20055;230.759772671863;-2.27543246002579
5556;20003;20059;233.076516226534;-3.23888011835298
5557;20006;20055;1750.90344055536;-3.39240481042436
5558;20011;20065;963.376264977169;-3.14869725402409
5559;20014;20066;59.0321398245782;-2.64047950450334
5560;20025;20078;455.340930260718;-2.80832461598966
5561;20013;20055;1350.97254342855;-3.17900331703147
5562;20048;20068;498.464139644057;-2.64047950450334
5563;20017;20060;427.527817897499;-2.14095156714714
5564;20012;20070;769.564202013326;-3.23888011835298
5565;20020;20063;1771.21557100656;-2.92550142591559
5566;20037;20063;841.252048457873;-2.64047950450334
5567;20044;20071;96.2602198123932;-3.17900331703147
5568;20027;20075;2849.90798012165;-2.27543246002579
5569;20026;20066;3461.93101240282;-3.03884551754563
5570;20033;20078;561.169061821002;-3.54008379920615
5571;20045;20069;711.572975588078;-3.23888011835298
5572;20050;20063;2108.97765265509;-3.39240481042436
5573;20041;20069;373.17381054163;-3.39240481042436
5574;20041;20060;444.872489750739;-2.14095156714714
5575;20015;20056;652.474284172058;-3.14869725402409
5576;20043;20057;117.304043589063;-2.64047950450334
5577;20050;20056;266.81804144755;-2.14095156714714
5578;20020;20069;152.956938389434;-3.14869725402409
5579;20011;20069;659.002321772277;-2.27543246002579
5580;20001;20060;152.581746689975;-2.14095156714714
5581;20039;20066;104.065527208149;-3.54008379920615
5582;20028;20072;549.633840098977;-3.17900331703147
5583;20025;20065;228.702560406552;-2.27543246002579
5584;20028;20059;564.880630932748;-3.03884551754563
5585;20030;20080;855.757174971414;-3.03884551754563
5586;20011;20059;454.710900783539;-3.17900331703147
5587;20047;20073;627.405030652881;-2.46338973862845
5588;20016;20056;416.23745765537;-3.14869725402409
5589;20016;20072;2235.8817065737;-2.46338973862845
5590;20008;20077;1183.44902429254;-2.14095156714714
5591;20021;20054;193.220757413656;-3.17900331703147
5592;20032;20057;1897.83339566531;-3.20906237282333
5593;20031;20057;1160.57908158274;-3.20906237282333
5594;20045;20063;137.410285967391;-3.03884551754563
5595;20044;20065;7382.77004244638;-2.92550142591559
5596;20008;20057;556.450177449733;-2.64047950450334
5597;20045;20075;59.3596207909286;-2.46338973862845
5598;20035;20076;109.421911646975;-3.39240481042436
5599;20040;20058;1869.58016819301;-3.20906237282333
5600;20008;20080;2969.88184733276;-3.23888011835298
5601;20023;20068;1771.50401650908;-3.20906237282333
5602;20011;20074;1335.8693094504;-3.23888011835298
5603;20035;20069;6.28080684691668;-3.14869725402409
5604;20022;20075;5.71496086195111;-2.64047950450334
5605;20032;20077;3326.11221058254;-3.17900331703147
5606;20029;20066;455.978614183161;-3.54008379920615
5607;20030;20074;1392.57472650443;-3.17900331703147
5608;20010;20052;4924.60659019566;-2.92550142591559
5609;20033;20069;1355.38125499607;-2.14095156714714
5610;20036;20079;265.058251097798;-3.23888011835298
5611;20019;20060;417.777371127158;-2.80832461598966
5612;20001;20073;864.835876475668;-2.14095156714714
5613;20034;20054;253.315715584904;-2.92550142591559
5614;20002;20066;558.59683547169;-3.20906237282333
5615;20045;20070;404.574491122254;-3.54008379920615
5616;20034;20061;750.632790806604;-3.23888011835298
5617;20044;20061;2488.18715835426;-2.92550142591559
5618;20040;20058;2712.84496585343;-3.14869725402409
5619;20006;20061;47.6422578191732;-3.14869725402409
5620;20050;20075;463.265094906092;-2.46338973862845
5621;20020;20069;1039.34058356555;-3.54008379920615
5622;20005;20067;1820.65488762202;-2.14095156714714
5623;20002;20079;1079.65185302765;-2.92550142591559
5624;20005;20071;50.7046235725284;-3.54008379920615
5625;20033;20059;2401.37094432924;-3.17900331703147
5626;20006;20054;552.533573936671;-2.27543246002579
5627;20049;20072;1943.18501084092;-3.54008379920615
5628;20022;20066;68.4476639581854;-3.23888011835298
5629;20011;20060;627.198400287908;-3.14869725402409
5630;20049;20054;2628.85962600324;-3.14869725402409
5631;20014;20056;837.286089504969;-3.23888011835298
5632;20007;20059;2465.83739841793;-3.20906237282333
5633;20026;20057;210.797923617065;-3.14869725402409
5634;20047;20061;1560.63008672538;-3.39240481042436
5635;20029;20056;82.7468275092542;-2.14095156714714
5636;20046;20064;2211.63778553221;-2.64047950450334
5637;20020;20075;295.613569673151;-3.20906237282333
5638;20037;20068;360.569298340942;-3.54008379920615
5639;20035;20055;699.001032210539;-2.14095156714714
5640;20005;20055;72.9308114387095;-3.14869725402409
5641;20016;20079;95.7521512173116;-3.03884551754563
5642;20049;20078;1263.50100613655;-2.27543246002579
5643;20018;20069;1548.09768489542;-2.92550142591559
5644;20020;20078;149.419111665338;-3.03884551754563
5645;20039;20072;343.969391478481;-3.39240481042436
5646;20005;20052;55.5184003897011;-2.64047950450334
5647;20010;20066;508.365237619728;-3.23888011835298
5648;20027;20056;214.758608482287;-2.27543246002579
5649;20031;20062;7222.2256469996;-3.03884551754563
5650;20044;20060;650.294772349298;-2.46338973862845
5651;20045;20077;2222.36000166527;-3.23888011835298
5652;20029;20058;1671.45045279505;-2.14095156714714
5653;20045;20073;1483.11775332694;-3.03884551754563
5654;20039;20075;438.349358737469;-2.14095156714714
5655;20035;20065;1149.31882820548;-3.14869725402409
5656;20003;20055;3413.02093101625;-3.17900331703147
5657;20014;20062;789.223886052978;-3.23888011835298
5658;20007;20062;2523.42952589009;-3.23888011835298
5659;20008;20051;454.562788363546;-2.27543246002579
5660;20015;20079;18.2340269363837;-2.92550142591559
5661;20048;20076;506.513752043247;-3.39240481042436
5662;20037;20052;482.186609413475;-2.80832461598966
5663;20037;20058;1517.66046448642;-2.14095156714714
5664;20042;20056;861.13599776746;-3.17900331703147
5665;20030;20067;3735.27156354344;-3.20906237282333
5666;20024;20077;1346.95635638655;-3.20906237282333
5667;20038;20080;196.916691194175;-3.20906237282333
5668;20006;20064;404.393851072757;-3.17900331703147
5669;20043;20077;775.263087184455;-3.39240481042436
5670;20026;20065;2786.38048289897;-2.92550142591559
5671;20049;20078;642.952472437173;-3.14869725402409
5672;20032;20051;141.249515116215;-3.14869725402409
5673;20006;20052;1024.03283208133;-2.27543246002579
5674;20014;20056;462.405860889703;-2.46338973862845
5675;20001;20071;307.253955397755;-2.46338973862845
5676;20018;20058;1854.87989165157;-2.92550142591559
5677;20033;20063;575.549715771342;-2.27543246002579
5678;20039;20055;1639.42023358288;-2.64047950450334
5679;20017;20077;1126.13601441359;-2.27543246002579
5680;20009;20061;3659.44801808751;-3.03884551754563
5681;20007;20053;609.195127617568;-2.92550142591559
5682;20037;20059;757.705762940359;-2.14095156714714
5683;20005;20051;1350.58443802865;-2.92550142591559
5684;20014;20077;1027.19013481857;-3.54008379920615
5685;20040;20062;69.9296536095173;-2.27543246002579
5686;20049;20055;1320.39625100316;-2.80832461598966
5687;20045;20070;1124.37957055391;-2.92550142591559
5688;20029;20069;521.091527311891;-2.14095156714714
5689;20016;20055;453.198537830205;-3.20906237282333
5690;20006;20076;61.8244567885995;-3.20906237282333
5691;20032;20069;888.104010048395;-3.17900331703147
5692;20037;20054;587.137553840876;-3.14869725402409
5693;20028;20073;270.931060891598;-2.14095156714714
5694;20017;20070;604.677769821137;-2.80832461598966
5695;20021;20063;2390.83585540417;-3.39240481042436
5696;20008;20053;63.0092569051379;-3.39240481042436
5697;20019;20065;613.372942432761;-2.92550142591559
5698;20018;20061;1160.22566789253;-3.20906237282333
5699;20049;20068;1833.24050868235;-3.54008379920615
5700;20005;20078;883.007320217807;-2.92550142591559
5701;20049;20056;1158.84712725133;-2.46338973862845
5702;20032;20060;15.6068940682041;-3.23888011835298
5703;20010;20069;802.505469838989;-2.46338973862845
5704;20050;20074;478.308874392431;-2.46338973862845
5705;20027;20079;573.655659332871;-2.27543246002579
5706;20026;20073;1110.7378322211;-2.64047950450334
5707;20027;20056;1544.27894941511;-3.39240481042436
5708;20005;20057;358.29787582143;-2.46338973862845
5709;20017;20068;821.74225067127;-2.80832461598966
5710;20039;20072;1288.24184271963;-2.14095156714714
5711;20003;20056;357.130364195489;-2.92550142591559
5712;20022;20076;278.934997040778;-3.14869725402409
5713;20013;20056;1937.42078161778;-3.14869725402409
5714;20045;20057;786.271708975446;-2.64047950450334
5715;20012;20079;873.274436836261;-2.27543246002579
5716;20018;20068;176.877192538702;-2.64047950450334
5717;20011;20078;982.673313426685;-2.46338973862845
5718;20037;20068;299.61091466248;-2.80832461598966
5719;20011;20080;1477.62258523753;-3.17900331703147
5720;20031;20067;1776.85559346321;-3.23888011835298
5721;20005;20065;566.700669471174;-2.64047950450334
5722;20012;20074;2250.71919560548;-2.46338973862845
5723;20050;20079;188.445700336134;-2.14095156714714
5724;20042;20058;18.0538347922266;-3.23888011835298
5725;20049;20074;1564.88284273984;-2.46338973862845
5726;20038;20079;2230.09682851743;-3.20906237282333
5727;20003;20079;345.091077964753;-2.27543246002579
5728;20034;20056;249.748110305518;-3.23888011835298
5729;20013;20080;22.8421972133219;-3.17900331703147
5730;20035;20058;1.7448840662837;-3.23888011835298
5731;20039;20070;3589.86676960928;-2.92550142591559
5732;20002;20065;1257.35937147857;-3.14869725402409
5733;20037;20080;808.191272388113;-3.54008379920615
5734;20050;20051;848.233961649787;-3.20906237282333
5735;20002;20061;2686.6394112489;-3.03884551754563
5736;20025;20079;284.309754854467;-2.46338973862845
5737;20042;20079;23.1761762072883;-3.14869725402409
5738;20046;20076;350.502059839115;-3.14869725402409
5739;20021;20064;219.122208654881;-2.64047950450334
5740;20008;20071;191.071218345314;-3.03884551754563
5741;20039;20061;1433.74528481401;-2.92550142591559
5742;20016;20064;2720.78759396884;-3.39240481042436
5743;20030;20072;1624.46546173635;-2.14095156714714
5744;20041;20078;26.9961584497538;-2.14095156714714
5745;20026;20068;1277.93268948318;-2.92550142591559
5746;20021;20068;3162.31764454739;-3.39240481042436
5747;20047;20074;1212.68490036344;-2.80832461598966
5748;20043;20062;107.887443011474;-3.17900331703147
5749;20015;20068;852.595661662819;-2.92550142591559
5750;20049;20055;281.986977905035;-3.23888011835298
5751;20032;20079;2032.60291173103;-2.14095156714714
5752;20020;20068;2812.91959417944;-3.54008379920615
5753;20041;20067;238.256838653466;-3.23888011835298
5754;20041;20061;1024.22424494745;-2.80832461598966
5755;20027;20058;840.244475481456;-3.14869725402409
5756;20016;20062;205.076538957655;-2.14095156714714
5757;20021;20078;198.729089434887;-3.39240481042436
5758;20043;20054;3666.79966987526;-3.03884551754563
5759;20038;20078;1234.94883995028;-2.80832461598966
5760;20025;20052;64.4454890862107;-2.92550142591559
5761;20049;20066;1018.16617760397;-2.64047950450334
5762;20039;20067;278.814847581089;-3.54008379920615
5763;20048;20054;2982.04725963955;-3.39240481042436
5764;20021;20069;679.127049166709;-2.80832461598966
5765;20044;20066;1106.48115906389;-3.14869725402409
5766;20029;20076;768.695094515724;-3.23888011835298
5767;20014;20053;368.261260557275;-2.80832461598966
5768;20010;20066;133.141128346324;-3.03884551754563
5769;20005;20061;1695.57702532949;-2.92550142591559
5770;20017;20062;930.39135537566;-2.64047950450334
5771;20022;20052;1140.74539295853;-3.39240481042436
5772;20040;20072;93.391394589144;-2.80832461598966
5773;20039;20057;300.560056274244;-3.14869725402409
5774;20048;20054;412.02228423208;-2.14095156714714
5775;20026;20071;443.298827391118;-3.23888011835298
5776;20039;20062;59.5650761388242;-3.17900331703147
5777;20037;20059;1018.22286467524;-3.14869725402409
5778;20016;20066;427.869086657535;-3.17900331703147
5779;20019;20075;174.463594797999;-2.14095156714714
5780;20039;20072;497.317544308577;-3.54008379920615
5781;20024;20059;2142.30361899777;-3.20906237282333
5782;20021;20063;167.059115599841;-3.20906237282333
5783;20007;20073;599.103284999728;-2.46338973862845
5784;20022;20061;1645.8475765309;-3.39240481042436
5785;20002;20061;362.746301107109;-3.17900331703147
5786;20023;20072;2031.97291485014;-2.92550142591559
5787;20023;20063;322.578477924587;-2.80832461598966
5788;20006;20062;1340.65868980707;-3.39240481042436
5789;20003;20077;48.7063632022453;-2.46338973862845
5790;20003;20080;1527.02683201971;-2.80832461598966
5791;20003;20074;2006.87160893323;-2.64047950450334
5792;20005;20051;1042.16858833553;-2.46338973862845
5793;20002;20079;2704.93557477806;-3.54008379920615
5794;20029;20077;385.611902456731;-3.20906237282333
5795;20018;20054;2668.43631664727;-3.17900331703147
5796;20045;20051;2338.21308041427;-3.39240481042436
5797;20044;20060;1188.15591020332;-2.27543246002579
5798;20030;20061;343.78660257567;-3.20906237282333
5799;20044;20071;206.890488043427;-2.80832461598966
5800;20022;20078;648.147599305958;-2.92550142591559
5801;20020;20053;2112.99510101292;-3.03884551754563
5802;20049;20055;416.889512911439;-3.20906237282333
5803;20018;20077;689.115507528186;-3.23888011835298
5804;20010;20059;136.359895579517;-2.46338973862845
5805;20049;20051;1343.32701932163;-2.14095156714714
5806;20031;20065;1505.88268405738;-3.20906237282333
5807;20031;20075;863.831030705529;-2.92550142591559
5808;20001;20068;398.868901312742;-3.17900331703147
5809;20048;20060;840.834360166217;-3.54008379920615
5810;20030;20077;1385.3832417679;-3.20906237282333
5811;20038;20062;392.759276553988;-2.46338973862845
5812;20001;20064;2574.55874702011;-2.64047950450334
5813;20034;20073;1033.87202318282;-2.27543246002579
5814;20030;20062;129.186079655839;-3.17900331703147
5815;20027;20051;1962.12434760275;-2.64047950450334
5816;20003;20072;430.770868435502;-3.39240481042436
5817;20041;20076;3568.12459768212;-2.92550142591559
5818;20031;20058;801.808141852815;-3.23888011835298
5819;20025;20057;210.703758912655;-2.46338973862845
5820;20028;20062;683.397070039064;-2.14095156714714
5821;20026;20064;2299.39421812508;-2.64047950450334
5822;20020;20077;894.094693432462;-2.27543246002579
5823;20044;20074;1310.85818815501;-3.20906237282333
5824;20023;20068;542.128826957196;-2.80832461598966
5825;20024;20076;796.776385802165;-2.46338973862845
5826;20032;20076;2183.7472784004;-3.54008379920615
5827;20034;20068;466.782005503774;-3.23888011835298
5828;20012;20064;373.844961170107;-3.03884551754563
5829;20028;20077;1113.59609258162;-2.46338973862845
5830;20045;20055;2960.40570053469;-2.46338973862845
5831;20029;20052;1936.88059217277;-3.20906237282333
5832;20040;20071;700.588389257801;-2.14095156714714
5833;20045;20069;520.183087792248;-2.80832461598966
5834;20026;20064;468.412223272026;-3.14869725402409
5835;20003;20072;179.837108124048;-3.39240481042436
5836;20018;20080;1487.93736082831;-3.39240481042436
5837;20048;20051;1248.74769892068;-3.20906237282333
5838;20026;20064;1858.09941395166;-3.23888011835298
5839;20008;20076;1179.72981459917;-3.14869725402409
5840;20007;20063;553.913553711027;-2.46338973862845
5841;20031;20059;730.838189790857;-3.17900331703147
5842;20040;20080;1288.47163818301;-3.39240481042436
5843;20025;20060;3967.06338764584;-3.17900331703147
5844;20014;20072;4969.77053739526;-3.23888011835298
5845;20024;20053;1588.41014763353;-3.39240481042436
5846;20016;20059;824.336281004262;-3.39240481042436
5847;20048;20067;396.692772973625;-3.39240481042436
5848;20024;20059;1835.65317001255;-3.03884551754563
5849;20027;20063;1421.2992595605;-2.64047950450334
5850;20002;20060;943.949553142202;-3.17900331703147
5851;20021;20075;1581.33417173269;-3.14869725402409
5852;20031;20069;123.276740312576;-2.80832461598966
5853;20034;20061;1530.12523794041;-2.80832461598966
5854;20014;20076;1036.06697008379;-3.54008379920615
5855;20028;20078;44.4254602352197;-2.46338973862845
5856;20018;20064;416.271583177149;-2.92550142591559
5857;20025;20079;260.522017721087;-2.92550142591559
5858;20018;20076;1291.97541713239;-3.23888011835298
5859;20046;20052;600.383661221713;-3.54008379920615
5860;20019;20058;12.0005146600306;-3.20906237282333
5861;20049;20063;70.567264463569;-2.80832461598966
5862;20014;20080;1063.30792881073;-3.20906237282333
5863;20012;20060;195.97406219691;-3.23888011835298
5864;20010;20067;237.960913874394;-3.39240481042436
5865;20034;20078;1321.90132230045;-3.23888011835298
5866;20015;20051;3766.65793897069;-3.39240481042436
5867;20028;20064;641.092091798782;-3.03884551754563
5868;20034;20064;4.66336125406923;-2.64047950450334
5869;20040;20072;487.410423345864;-3.14869725402409
5870;20048;20077;818.828448611212;-2.92550142591559
5871;20008;20052;133.180967532098;-2.14095156714714
5872;20045;20080;251.186462119222;-2.92550142591559
5873;20026;20065;30.9866927564144;-3.20906237282333
5874;20002;20074;46.6923694365345;-3.39240481042436
5875;20023;20064;671.723887789994;-2.64047950450334
5876;20017;20076;704.005623194289;-3.20906237282333
5877;20004;20062;576.534041203558;-2.80832461598966
5878;20007;20066;29.4979438185692;-2.64047950450334
5879;20032;20079;197.482151252038;-2.80832461598966
5880;20028;20053;352.990479208529;-2.46338973862845
5881;20011;20072;1773.19133645835;-2.27543246002579
5882;20021;20065;673.135563265532;-3.23888011835298
5883;20013;20066;1917.80319801512;-2.14095156714714
5884;20039;20067;251.346047502011;-3.14869725402409
5885;20016;20063;177.072564139962;-2.92550142591559
5886;20029;20075;2003.96199143472;-3.23888011835298
5887;20047;20075;2079.36624987962;-3.20906237282333
5888;20001;20059;868.509219917369;-2.80832461598966
5889;20027;20060;1532.40722223165;-2.27543246002579
5890;20009;20051;750.382198910129;-3.17900331703147
5891;20017;20052;37.3554308898747;-2.27543246002579
5892;20020;20078;1482.14945747497;-3.20906237282333
5893;20046;20054;2192.93396348569;-2.46338973862845
5894;20044;20054;76.5553778037429;-3.54008379920615
5895;20036;20071;82.7545509938915;-2.46338973862845
5896;20050;20057;1256.18484984608;-3.14869725402409
5897;20002;20076;461.344953626394;-2.92550142591559
5898;20003;20060;324.666013009846;-3.23888011835298
5899;20007;20070;362.982868682593;-2.46338973862845
5900;20035;20059;1105.08728954465;-3.20906237282333
5901;20012;20076;218.879298772663;-3.14869725402409
5902;20021;20064;760.266716550005;-2.92550142591559
5903;20021;20053;1325.58633848549;-3.20906237282333
5904;20006;20051;462.036498822272;-2.14095156714714
5905;20033;20058;329.510053619742;-3.54008379920615
5906;20027;20052;61.3363170996308;-2.27543246002579
5907;20034;20077;545.768947340548;-3.23888011835298
5908;20022;20071;72.9797545633247;-3.14869725402409
5909;20018;20051;325.382465496659;-2.46338973862845
5910;20020;20058;717.791368462631;-2.14095156714714
5911;20018;20077;1565.45080936574;-3.20906237282333
5912;20018;20057;161.555459722877;-2.46338973862845
5913;20014;20064;615.539346767541;-3.23888011835298
5914;20014;20060;4568.59596420951;-2.92550142591559
5915;20009;20067;153.777525515332;-3.03884551754563
5916;20016;20080;276.969748505126;-3.17900331703147
5917;20006;20059;4010.3194916383;-2.46338973862845
5918;20036;20054;465.414085891098;-3.54008379920615
5919;20010;20069;658.928266726434;-3.54008379920615
5920;20016;20059;1728.01641366425;-2.14095156714714
5921;20004;20061;542.247450444847;-2.27543246002579
5922;20010;20052;187.526186071752;-3.39240481042436
5923;20040;20080;681.700243148953;-2.46338973862845
5924;20027;20076;3522.60382036888;-2.80832461598966
5925;20038;20073;108.153189594777;-2.64047950450334
5926;20045;20051;89.0849216394575;-3.14869725402409
5927;20033;20064;611.884899903089;-3.39240481042436
5928;20050;20070;1673.90859863701;-3.20906237282333
5929;20046;20057;1134.17698438735;-2.14095156714714
5930;20002;20058;1167.40406300397;-3.23888011835298
5931;20044;20062;570.574091747403;-3.03884551754563
5932;20028;20068;2640.75705210183;-2.14095156714714
5933;20001;20070;522.744730114937;-2.80832461598966
5934;20044;20053;3379.39562631731;-2.14095156714714
5935;20009;20071;724.798598284733;-2.27543246002579
5936;20007;20064;755.695960442436;-3.20906237282333
5937;20030;20067;623.438409995288;-2.27543246002579
5938;20044;20059;552.419917838272;-3.14869725402409
5939;20032;20059;515.638597309589;-3.54008379920615
5940;20043;20053;779.238050761533;-2.64047950450334
5941;20047;20062;369.333549980935;-2.80832461598966
5942;20029;20080;2190.10196151695;-3.17900331703147
5943;20030;20062;136.170838995443;-3.20906237282333
5944;20033;20055;142.682512179642;-3.17900331703147
5945;20014;20063;263.909101981005;-2.27543246002579
